Year,Month,Flow,FFD DESC,£000s,Tonnes
2020,1,Total Exports,Mixes and doughs for baking,10783.026,10701.98
2020,1,Total Exports,Molasses,1308.461,3678.758
2020,1,Total Exports,"Mushrooms and truffles, fresh or chilled",1102.181,650.084
2020,1,Total Exports,Nuts,4863.685,993.541
2020,1,Total Exports,Oil cake,2262.365,10522.397
2020,1,Total Exports,Oil seeds and oleaginous fruits,3666.767,4819.999
2020,1,Total Exports,Oranges and Mandarins etc,1745.315,3031.942
2020,1,Total Exports,Other animal feedingstuffs,45465.207,62003.477
2020,1,Total Exports,Other beet or cane sugar,11054.321,12522.394
2020,1,Total Exports,"Other cereal (including maize), unmilled",3694.301,20353.93
2020,1,Total Exports,Other Citrus fruit,46.647,75.95
2020,1,Total Exports,Other fruit,8260.091,5003.676
2020,1,Total Exports,Other meat products,3031.691,1200.657
2020,1,Total Exports,Other milk products,8688.185,10321.125
2020,1,Total Exports,Other spirits,33538.045,6826.046
2020,1,Total Exports,Other sugars,4686.865,4952.269
2020,1,Total Exports,"Other vegetables, fresh or chilled",17398.051,47540.715
2020,1,Total Exports,"Other vegetables, prepared or preserved",9693.157,6190.523
2020,1,Total Exports,Pasta uncooked,886.995,336.318
2020,1,Total Exports,"Pasta, cooked or stuffed",4782.414,2151.483
2020,1,Total Exports,Pears & quinces fresh,113.912,194.948
2020,1,Total Exports,Pork,35605.294,20457.019
2020,1,Total Exports,Potato products,12379.87,6159.262
2020,1,Total Exports,"Potatoes, fresh or chilled (including seed)",8941.293,40460.098
2020,1,Total Exports,Poultry products,9051.525,2379.552
2020,1,Total Exports,Poultrymeat (inc poultry offal),26015.926,36962.501
2020,1,Total Exports,Processed fats and waxes,11918.152,13805.194
2020,1,Total Exports,Raw beet or cane sugar,1471.068,3418.196
2020,1,Total Exports,Rice,4535.856,4600.76
2020,1,Total Exports,Salmon (inc. smoked),65838.203,7930.415
2020,1,Total Exports,"Sauces, condiments, seasonings",29479.747,16145.069
2020,1,Total Exports,Sausages and related products,2494.014,827.346
2020,1,Total Exports,Shellfish,31258.251,5010.667
2020,1,Total Exports,Spices,5167.222,1172.652
2020,1,Total Exports,Sugar confectionery,14361.536,4017.997
2020,1,Total Exports,Sweet biscuits,26909.394,9990.221
2020,1,Total Exports,Tea,15901.513,2887.568
2020,1,Total Exports,"Tomatoes, fresh or chilled",625.928,320.801
2020,1,Total Exports,"Tomatoes, prepared or preserved",558.228,570.795
2020,1,Total Exports,"Vegetable oils and fats, soft, crude, refined or fractionated",24803.398,26520.784
2020,1,Total Exports,"Vegetables, frozen or provisionally prepared",7285.098,5102.523
2020,1,Total Exports,Vodka,2871.647,1131.824
2020,1,Total Exports,"Wheat, unmilled",7871.865,50328.991
2020,1,Total Exports,Whisky,296454.995,51533.266
2020,1,Total Exports,Wine,44754.694,6421.398
2020,1,Total Exports,Yogurt,4771.529,1762.896
2020,1,Total Imports,"Animal oils and fats, not chemically modified",7835.707,8129.326
2020,1,Total Imports,"Apples, fresh",18665.108,20248.957
2020,1,Total Imports,"Apricots, cherries, peaches, plums and sloes (fresh)",10769.834,6235.031
2020,1,Total Imports,Bacon and ham,46869.043,15739.093
2020,1,Total Imports,Bananas,48291.095,91839.787
2020,1,Total Imports,"Barley, unmilled",1254.65,5967.001
2020,1,Total Imports,Beef and veal,73607.415,19362.608
2020,1,Total Imports,Beef products (inc. corned beef),18175.839,4728.792
2020,1,Total Imports,Beer,30610.313,69843.44
2020,1,Total Imports,"Bread, crispbreads, savoury biscuits",135019.308,64924.275
2020,1,Total Imports,Butter,18597.016,5590.223
2020,1,Total Imports,"Cereal, milled",7358.176,14437.702
2020,1,Total Imports,"Cereal, rolled or flaked",27545.658,19945.624
2020,1,Total Imports,Cheese,125619.142,36289.33
2020,1,Total Imports,Chocolate,114405.308,32555.216
2020,1,Total Imports,Cider & other fermented beverages,6125.468,9021.861
2020,1,Total Imports,Cocoa,65166.241,26839.994
2020,1,Total Imports,Coffee,81018.451,24163.77
2020,1,Total Imports,Condensed milk,5467.583,3964.592
2020,1,Total Imports,Dog or cat food for retail,54259.069,40402.118
2020,1,Total Imports,Edible offal and other meat,5322.5,4132.887
2020,1,Total Imports,Eggs & egg products,16465.733,8998.763
2020,1,Total Imports,Fish excl. Salmon & Shellfish,173975.304,43303.432
2020,1,Total Imports,"Flours, meals and pellets of meat, offal or fish",15059.659,13862.693
2020,1,Total Imports,Gin and Geneva,1143.476,267.998
2020,1,Total Imports,"Grapes, fresh or dried",67895.59,34522.135
2020,1,Total Imports,Honey,7574.672,4240.207
2020,1,Total Imports,Ice cream,21988.242,10033.57
2020,1,Total Imports,Infant food for retail,18219.722,5408.872
2020,1,Total Imports,Jams,62892.842,34318.356
2020,1,Total Imports,Juice,59180.854,84149.76
2020,1,Total Imports,Lamb and mutton,22402.906,4373.295
2020,1,Total Imports,Lemons and Limes,10504.943,12814.627
2020,1,Total Imports,"Lettuce and chicory, fresh or chilled",23616.995,36672.228
2020,1,Total Imports,Margarine,6411.258,5467.468
2020,1,Total Imports,Milk and cream,7905.768,10231.764
2020,1,Total Imports,Milk powder,7014.718,3131.984
2020,1,Total Imports,Mineral water,77576.901,129802.176
2020,1,Total Imports,Miscellaneous food ingredients,154895.434,55333.533
2020,1,Total Imports,Mixes and doughs for baking,11801.274,6898.873
2020,1,Total Imports,Molasses,5283.301,37961.58
2020,1,Total Imports,"Mushrooms and truffles, fresh or chilled",20911.063,10964.252
2020,1,Total Imports,Nuts,42177.442,8821.524
2020,1,Total Imports,Oil cake,76746.423,335297.985
2020,1,Total Imports,Oil seeds and oleaginous fruits,48111.691,119549.195
2020,1,Total Imports,Oranges and Mandarins etc,44826.308,50840.34
2020,1,Total Imports,Other animal feedingstuffs,59914.772,223526.381
2020,1,Total Imports,Other beet or cane sugar,8194.417,23428.213
2020,1,Total Imports,"Other cereal (including maize), unmilled",41390.343,215306.049
2020,1,Total Imports,Other Citrus fruit,2269.013,2845.144
2020,1,Total Imports,Other fruit,137048.051,67960.581
2020,1,Total Imports,Other meat products,49324.627,11269.618
2020,1,Total Imports,Other milk products,12792.964,13896.222
2020,1,Total Imports,Other spirits,28055.029,7182.734
2020,1,Total Imports,Other sugars,13757.107,19746.757
2020,1,Total Imports,"Other vegetables, fresh or chilled",171384.25,164430.902
2020,1,Total Imports,"Other vegetables, prepared or preserved",60007.226,50357.021
2020,1,Total Imports,Pasta uncooked,13569.449,13260.406
2020,1,Total Imports,"Pasta, cooked or stuffed",31324.617,25512
2020,1,Total Imports,Pears & quinces fresh,7671.969,9180.756
2020,1,Total Imports,Pork,86357.486,35419.262
2020,1,Total Imports,Potato products,54865.88,68872.407
2020,1,Total Imports,"Potatoes, fresh or chilled (including seed)",8014.893,14077.334
2020,1,Total Imports,Poultry products,100326.441,33354.455
2020,1,Total Imports,Poultrymeat (inc poultry offal),97276.405,40687.9
2020,1,Total Imports,Processed fats and waxes,24155.54,28654.823
2020,1,Total Imports,Raw beet or cane sugar,12187.34,41368.401
2020,1,Total Imports,Rice,31301.768,53273.682
2020,1,Total Imports,Salmon (inc. smoked),62618.584,8763.586
2020,1,Total Imports,"Sauces, condiments, seasonings",60989.573,47463.478
2020,1,Total Imports,Sausages and related products,46478.206,14753.616
2020,1,Total Imports,Shellfish,73762.133,10079.169
2020,1,Total Imports,Spices,24173.323,10078.842
2020,1,Total Imports,Sugar confectionery,34594.524,14553.773
2020,1,Total Imports,Sweet biscuits,39820.964,15542.699
2020,1,Total Imports,Tea,22262.804,9366.307
2020,1,Total Imports,"Tomatoes, fresh or chilled",43620.763,32857.419
2020,1,Total Imports,"Tomatoes, prepared or preserved",30299.464,48369.736
2020,1,Total Imports,"Vegetable oils and fats, soft, crude, refined or fractionated",69070.851,87194.49
2020,1,Total Imports,"Vegetables, frozen or provisionally prepared",43134.411,51330.897
2020,1,Total Imports,Vodka,3938.331,1433.457
2020,1,Total Imports,"Wheat, unmilled",14746.509,66034.644
2020,1,Total Imports,Whisky,13506.075,2295.686
2020,1,Total Imports,Wine,223748.243,88366.185
2020,1,Total Imports,Yogurt,27897.734,22744.393
2020,2,Total Exports,"Animal oils and fats, not chemically modified",11296.514,15571.35
2020,2,Total Exports,"Apples, fresh",1021.363,1243.604
2020,2,Total Exports,"Apricots, cherries, peaches, plums and sloes (fresh)",699.798,221.343
2020,2,Total Exports,Bacon and ham,5327.375,1403.174
2020,2,Total Exports,Bananas,1701.48,2383.262
2020,2,Total Exports,"Barley, unmilled",13718.541,97499.778
2020,2,Total Exports,Beef and veal,31826.621,10138.211
2020,2,Total Exports,Beef products (inc. corned beef),3200.264,635.77
2020,2,Total Exports,Beer,28922.447,30879.784
2020,2,Total Exports,"Bread, crispbreads, savoury biscuits",42184.087,19357.816
2020,2,Total Exports,Butter,15303.888,4572.822
2020,2,Total Exports,"Cereal, milled",8657.852,19787.884
2020,2,Total Exports,"Cereal, rolled or flaked",51287.946,36272.888
2020,2,Total Exports,Cheese,51344.478,15656.763
2020,2,Total Exports,Chocolate,55752.596,13014.885
2020,2,Total Exports,Cider & other fermented beverages,3882.213,3436.569
2020,2,Total Exports,Cocoa,8254.578,2683.97
2020,2,Total Exports,Coffee,30618.41,4335.357
2020,2,Total Exports,Condensed milk,1120.087,555.626
2020,2,Total Exports,Dog or cat food for retail,21781.646,16528.603
2020,2,Total Exports,Edible offal and other meat,15177.497,11389.012
2020,2,Total Exports,Eggs & egg products,9183.495,2374.339
2020,2,Total Exports,Fish excl. Salmon & Shellfish,49605.808,20547.893
2020,2,Total Exports,"Flours, meals and pellets of meat, offal or fish",8622.249,22840.744
2020,2,Total Exports,Gin and Geneva,41989.922,9553.407
2020,2,Total Exports,"Grapes, fresh or dried",3427.146,1491.74
2020,2,Total Exports,Honey,1163.318,273.077
2020,2,Total Exports,Ice cream,8185.096,3827.599
2020,2,Total Exports,Infant food for retail,5573.221,652.781
2020,2,Total Exports,Jams,10516.771,3652.99
2020,2,Total Exports,Juice,5743.064,6466.484
2020,2,Total Exports,Lamb and mutton,29663.789,6171.074
2020,2,Total Exports,Lemons and Limes,325.357,307.803
2020,2,Total Exports,"Lettuce and chicory, fresh or chilled",1261.513,891.206
2020,2,Total Exports,Margarine,1759.214,714.189
2020,2,Total Exports,Milk and cream,25275.581,78122.705
2020,2,Total Exports,Milk powder,17795.815,8204.874
2020,2,Total Exports,Mineral water,35934.984,52766.613
2020,2,Total Exports,Miscellaneous food ingredients,129017.639,29153.176
2020,2,Total Exports,Mixes and doughs for baking,10108.107,9285.062
2020,2,Total Exports,Molasses,1136.704,3493.352
2020,2,Total Exports,"Mushrooms and truffles, fresh or chilled",952.257,585.91
2020,2,Total Exports,Nuts,4820.895,933.084
2020,2,Total Exports,Oil cake,5176.216,21655.012
2020,2,Total Exports,Oil seeds and oleaginous fruits,5344.453,8690.924
2020,2,Total Exports,Oranges and Mandarins etc,1738.486,2805.847
2020,2,Total Exports,Other animal feedingstuffs,44098.972,51976.058
2020,2,Total Exports,Other beet or cane sugar,11814.363,12774.965
2020,2,Total Exports,"Other cereal (including maize), unmilled",3192.591,13983.317
2020,2,Total Exports,Other Citrus fruit,167.306,232.16
2020,2,Total Exports,Other fruit,8704.62,5590.127
2020,2,Total Exports,Other meat products,2785.27,1084.426
2020,2,Total Exports,Other milk products,9328.764,10736.875
2020,2,Total Exports,Other spirits,25552.67,5565.174
2020,2,Total Exports,Other sugars,4014.713,4738.948
2020,2,Total Exports,"Other vegetables, fresh or chilled",18500.614,49561.046
2020,2,Total Exports,"Other vegetables, prepared or preserved",9555.013,6367.4
2020,2,Total Exports,Pasta uncooked,709.48,309.475
2020,2,Total Exports,"Pasta, cooked or stuffed",4706.237,2108.662
2020,2,Total Exports,Pears & quinces fresh,124.167,152.048
2020,2,Total Exports,Pork,29947.513,18521.258
2020,2,Total Exports,Potato products,15692.634,8010.778
2020,2,Total Exports,"Potatoes, fresh or chilled (including seed)",7555.816,17735.271
2020,2,Total Exports,Poultry products,9270.15,2569.538
2020,2,Total Exports,Poultrymeat (inc poultry offal),24265.534,37100.775
2020,2,Total Exports,Processed fats and waxes,4148.571,3957.218
2020,2,Total Exports,Raw beet or cane sugar,1597.725,3623.845
2020,2,Total Exports,Rice,4480.884,4468.818
2020,2,Total Exports,Salmon (inc. smoked),48979.643,6565.41
2020,2,Total Exports,"Sauces, condiments, seasonings",29097.649,16378.086
2020,2,Total Exports,Sausages and related products,2327.098,1014.979
2020,2,Total Exports,Shellfish,28385.756,4763.949
2020,2,Total Exports,Spices,5815.043,1230.538
2020,2,Total Exports,Sugar confectionery,13949.769,3986.601
2020,2,Total Exports,Sweet biscuits,29881.652,10966.425
2020,2,Total Exports,Tea,13585.476,2472.358
2020,2,Total Exports,"Tomatoes, fresh or chilled",839.954,495.736
2020,2,Total Exports,"Tomatoes, prepared or preserved",644.232,648.055
2020,2,Total Exports,"Vegetable oils and fats, soft, crude, refined or fractionated",30124.956,32699.104
2020,2,Total Exports,"Vegetables, frozen or provisionally prepared",9332.176,6613.526
2020,2,Total Exports,Vodka,4966.951,1700.609
2020,2,Total Exports,"Wheat, unmilled",10557.363,68080.782
2020,2,Total Exports,Whisky,297223.492,54132.688
2020,2,Total Exports,Wine,31982.732,5515.347
2020,2,Total Exports,Yogurt,4513.783,2419.52
2020,2,Total Imports,"Animal oils and fats, not chemically modified",6163.707,6779.247
2020,2,Total Imports,"Apples, fresh",19400.099,20195.271
2020,2,Total Imports,"Apricots, cherries, peaches, plums and sloes (fresh)",11534.977,7009.861
2020,2,Total Imports,Bacon and ham,44941.343,15182.775
2020,2,Total Imports,Bananas,45976.898,83922.303
2020,2,Total Imports,"Barley, unmilled",1109.003,5547.32
2020,2,Total Imports,Beef and veal,74127.719,19231.178
2020,2,Total Imports,Beef products (inc. corned beef),14870.355,4175.587
2020,2,Total Imports,Beer,34043.318,78027.082
2020,2,Total Imports,"Bread, crispbreads, savoury biscuits",127970.988,61841.488
2020,2,Total Imports,Butter,18376.012,5779.279
2020,2,Total Imports,"Cereal, milled",6400.323,16415.267
2020,2,Total Imports,"Cereal, rolled or flaked",24970.954,17222.441
2020,2,Total Imports,Cheese,117975.356,34257.481
2020,2,Total Imports,Chocolate,127409.184,37305.883
2020,2,Total Imports,Cider & other fermented beverages,6358.017,9545.952
2020,2,Total Imports,Cocoa,66767.779,28997.211
2020,2,Total Imports,Coffee,69877.381,17796.827
2020,2,Total Imports,Condensed milk,4704.23,3358.823
2020,2,Total Imports,Dog or cat food for retail,55446.624,41805.044
2020,2,Total Imports,Edible offal and other meat,4881.266,3434.604
2020,2,Total Imports,Eggs & egg products,16176.67,6889.796
2020,2,Total Imports,Fish excl. Salmon & Shellfish,147071.338,37785.562
2020,2,Total Imports,"Flours, meals and pellets of meat, offal or fish",9158.378,9107.434
2020,2,Total Imports,Gin and Geneva,1015.425,199.251
2020,2,Total Imports,"Grapes, fresh or dried",58741.89,31059.3
2020,2,Total Imports,Honey,5688.696,4074.051
2020,2,Total Imports,Ice cream,23092.9,11018.725
2020,2,Total Imports,Infant food for retail,16162.705,5095.284
2020,2,Total Imports,Jams,51910.195,28463.8
2020,2,Total Imports,Juice,60049.979,79623.916
2020,2,Total Imports,Lamb and mutton,17383.215,3152.692
2020,2,Total Imports,Lemons and Limes,9776.391,12643.097
2020,2,Total Imports,"Lettuce and chicory, fresh or chilled",19961.095,30898.811
2020,2,Total Imports,Margarine,5778.549,4850.218
2020,2,Total Imports,Milk and cream,7592.693,12428.318
2020,2,Total Imports,Milk powder,6226.596,2549.958
2020,2,Total Imports,Mineral water,76794.379,120647.573
2020,2,Total Imports,Miscellaneous food ingredients,139249.385,51419.214
2020,2,Total Imports,Mixes and doughs for baking,11012.96,6685.195
2020,2,Total Imports,Molasses,9446.64,67979.631
2020,2,Total Imports,"Mushrooms and truffles, fresh or chilled",19481.216,10332.137
2020,2,Total Imports,Nuts,33506.071,6697.297
2020,2,Total Imports,Oil cake,62343.123,262198.049
2020,2,Total Imports,Oil seeds and oleaginous fruits,48818.91,112983.995
2020,2,Total Imports,Oranges and Mandarins etc,45465.924,52042.641
2020,2,Total Imports,Other animal feedingstuffs,49032.811,157336.149
2020,2,Total Imports,Other beet or cane sugar,6596.296,17423.007
2020,2,Total Imports,"Other cereal (including maize), unmilled",41991.402,227586.266
2020,2,Total Imports,Other Citrus fruit,2044.558,2649.629
2020,2,Total Imports,Other fruit,144368.996,72374.696
2020,2,Total Imports,Other meat products,47806.77,11530.035
2020,2,Total Imports,Other milk products,14070.61,13502.268
2020,2,Total Imports,Other spirits,21959.759,6631.399
2020,2,Total Imports,Other sugars,13069.351,19396.485
2020,2,Total Imports,"Other vegetables, fresh or chilled",165390.886,157100.709
2020,2,Total Imports,"Other vegetables, prepared or preserved",50992.753,43329.787
2020,2,Total Imports,Pasta uncooked,11991.058,11851.195
2020,2,Total Imports,"Pasta, cooked or stuffed",27746.752,22603.923
2020,2,Total Imports,Pears & quinces fresh,8600.021,9086.793
2020,2,Total Imports,Pork,74207.215,31570.98
2020,2,Total Imports,Potato products,44549.558,56924.293
2020,2,Total Imports,"Potatoes, fresh or chilled (including seed)",8724.128,18059.759
2020,2,Total Imports,Poultry products,104970.618,32883.348
2020,2,Total Imports,Poultrymeat (inc poultry offal),81697.324,33269.673
2020,2,Total Imports,Processed fats and waxes,24247.022,27155.844
2020,2,Total Imports,Raw beet or cane sugar,22808.312,81279.354
2020,2,Total Imports,Rice,28369.247,47132.703
2020,2,Total Imports,Salmon (inc. smoked),42805.566,6646.026
2020,2,Total Imports,"Sauces, condiments, seasonings",55202.501,45787.211
2020,2,Total Imports,Sausages and related products,44043.42,13745.721
2020,2,Total Imports,Shellfish,59494.159,7925.583
2020,2,Total Imports,Spices,20101.397,7550.384
2020,2,Total Imports,Sugar confectionery,35259.03,14181.197
2020,2,Total Imports,Sweet biscuits,41948.914,16809.149
2020,2,Total Imports,Tea,19736.281,10692.713
2020,2,Total Imports,"Tomatoes, fresh or chilled",50266.941,36657.584
2020,2,Total Imports,"Tomatoes, prepared or preserved",25583.861,40832.265
2020,2,Total Imports,"Vegetable oils and fats, soft, crude, refined or fractionated",64433.213,81399.099
2020,2,Total Imports,"Vegetables, frozen or provisionally prepared",41241.249,50999.194
2020,2,Total Imports,Vodka,7273.846,2270.434
2020,2,Total Imports,"Wheat, unmilled",12757.273,58311.616
2020,2,Total Imports,Whisky,15771.383,2987.772
2020,2,Total Imports,Wine,199896.592,82283.042
2020,2,Total Imports,Yogurt,24654,19760.937
2020,3,Total Exports,"Animal oils and fats, not chemically modified",12340.686,15635.363
2020,3,Total Exports,"Apples, fresh",1007.215,1202.106
2020,3,Total Exports,"Apricots, cherries, peaches, plums and sloes (fresh)",732.531,216.155
2020,3,Total Exports,Bacon and ham,4753.082,1259.249
2020,3,Total Exports,Bananas,932.416,1361.793
2020,3,Total Exports,"Barley, unmilled",10417.459,69985.863
2020,3,Total Exports,Beef and veal,32826.743,12424.738
2020,3,Total Exports,Beef products (inc. corned beef),3982.137,796.256
2020,3,Total Exports,Beer,31185.891,33619.134
2020,3,Total Exports,"Bread, crispbreads, savoury biscuits",47240.444,24858.531
2020,3,Total Exports,Butter,17240.847,5577.372
2020,3,Total Exports,"Cereal, milled",9077.981,19238.568
2020,3,Total Exports,"Cereal, rolled or flaked",59647.368,41760.842
2020,3,Total Exports,Cheese,57342.492,16831.455
2020,3,Total Exports,Chocolate,54190.548,13490.378
2020,3,Total Exports,Cider & other fermented beverages,4676.044,3889.939
2020,3,Total Exports,Cocoa,9706.63,2702.753
2020,3,Total Exports,Coffee,36394.506,4953.704
2020,3,Total Exports,Condensed milk,2967.602,1044.624
2020,3,Total Exports,Dog or cat food for retail,33220.717,21789.547
2020,3,Total Exports,Edible offal and other meat,18653.319,14597.033
2020,3,Total Exports,Eggs & egg products,8915.113,2181.092
2020,3,Total Exports,Fish excl. Salmon & Shellfish,54118.905,39346.466
2020,3,Total Exports,"Flours, meals and pellets of meat, offal or fish",8581.14,19722.379
2020,3,Total Exports,Gin and Geneva,57158.512,12750.987
2020,3,Total Exports,"Grapes, fresh or dried",2315.679,864.049
2020,3,Total Exports,Honey,1879.222,351.074
2020,3,Total Exports,Ice cream,9992.819,4934.869
2020,3,Total Exports,Infant food for retail,10177.035,1295.054
2020,3,Total Exports,Jams,12549.554,4652.085
2020,3,Total Exports,Juice,6946.364,6998.796
2020,3,Total Exports,Lamb and mutton,29562.487,5542.195
2020,3,Total Exports,Lemons and Limes,409.073,380.928
2020,3,Total Exports,"Lettuce and chicory, fresh or chilled",1181.616,814.194
2020,3,Total Exports,Margarine,2342.951,974.343
2020,3,Total Exports,Milk and cream,27886.486,81091.402
2020,3,Total Exports,Milk powder,21489.764,10932.876
2020,3,Total Exports,Mineral water,45510.478,68520.047
2020,3,Total Exports,Miscellaneous food ingredients,153770.03,30552.045
2020,3,Total Exports,Mixes and doughs for baking,10457.154,8274.245
2020,3,Total Exports,Molasses,1331.54,4545.338
2020,3,Total Exports,"Mushrooms and truffles, fresh or chilled",1777.859,977.576
2020,3,Total Exports,Nuts,3815.433,808.855
2020,3,Total Exports,Oil cake,5918.428,21325.208
2020,3,Total Exports,Oil seeds and oleaginous fruits,4357.642,8121.191
2020,3,Total Exports,Oranges and Mandarins etc,2987.742,3827.925
2020,3,Total Exports,Other animal feedingstuffs,58043.903,70335.783
2020,3,Total Exports,Other beet or cane sugar,13473.979,14282.733
2020,3,Total Exports,"Other cereal (including maize), unmilled",4608.634,24208.358
2020,3,Total Exports,Other Citrus fruit,13.528,26.132
2020,3,Total Exports,Other fruit,8291.019,7176.163
2020,3,Total Exports,Other meat products,3404.611,1269.395
2020,3,Total Exports,Other milk products,12362.326,12202.258
2020,3,Total Exports,Other spirits,28006.668,6149.618
2020,3,Total Exports,Other sugars,9540.851,5690.698
2020,3,Total Exports,"Other vegetables, fresh or chilled",17735.727,40907.308
2020,3,Total Exports,"Other vegetables, prepared or preserved",11833.716,7822.464
2020,3,Total Exports,Pasta uncooked,1105.038,534.476
2020,3,Total Exports,"Pasta, cooked or stuffed",5411.663,2953.257
2020,3,Total Exports,Pears & quinces fresh,142.377,157.164
2020,3,Total Exports,Pork,35911.426,21562.693
2020,3,Total Exports,Potato products,17185.06,7737.792
2020,3,Total Exports,"Potatoes, fresh or chilled (including seed)",7830.729,17426.417
2020,3,Total Exports,Poultry products,9030.474,2512.54
2020,3,Total Exports,Poultrymeat (inc poultry offal),25710.576,45359.284
2020,3,Total Exports,Processed fats and waxes,12232.751,13868.988
2020,3,Total Exports,Raw beet or cane sugar,1773.953,4361.709
2020,3,Total Exports,Rice,5836.44,5401.951
2020,3,Total Exports,Salmon (inc. smoked),46098.537,6597.51
2020,3,Total Exports,"Sauces, condiments, seasonings",32310.576,17333.538
2020,3,Total Exports,Sausages and related products,3689.101,1348.36
2020,3,Total Exports,Shellfish,21464.32,3565.87
2020,3,Total Exports,Spices,4858.663,1067.628
2020,3,Total Exports,Sugar confectionery,15978.081,4704.576
2020,3,Total Exports,Sweet biscuits,33315.274,15490.906
2020,3,Total Exports,Tea,15760.802,2887.613
2020,3,Total Exports,"Tomatoes, fresh or chilled",751.051,428.208
2020,3,Total Exports,"Tomatoes, prepared or preserved",999.584,851.576
2020,3,Total Exports,"Vegetable oils and fats, soft, crude, refined or fractionated",23947.389,22950.387
2020,3,Total Exports,"Vegetables, frozen or provisionally prepared",9368.399,8377.369
2020,3,Total Exports,Vodka,3886.586,1228.672
2020,3,Total Exports,"Wheat, unmilled",7050.113,42155.593
2020,3,Total Exports,Whisky,351485.298,59932.572
2020,3,Total Exports,Wine,38600.34,6645.94
2020,3,Total Exports,Yogurt,4791.47,1984.185
2020,3,Total Imports,"Animal oils and fats, not chemically modified",7664.101,7309.158
2020,3,Total Imports,"Apples, fresh",26470.764,27107.974
2020,3,Total Imports,"Apricots, cherries, peaches, plums and sloes (fresh)",10494.124,7378.304
2020,3,Total Imports,Bacon and ham,48569.992,15724.917
2020,3,Total Imports,Bananas,49051.445,92320.516
2020,3,Total Imports,"Barley, unmilled",1586.571,8029.942
2020,3,Total Imports,Beef and veal,94564.343,23888.018
2020,3,Total Imports,Beef products (inc. corned beef),16537.671,4535.195
2020,3,Total Imports,Beer,31469.553,70853.882
2020,3,Total Imports,"Bread, crispbreads, savoury biscuits",142233.025,73759.395
2020,3,Total Imports,Butter,20537.862,8587.284
2020,3,Total Imports,"Cereal, milled",7927.16,15941.83
2020,3,Total Imports,"Cereal, rolled or flaked",33783.58,21606.114
2020,3,Total Imports,Cheese,146874.668,41579.457
2020,3,Total Imports,Chocolate,120516.15,35878.739
2020,3,Total Imports,Cider & other fermented beverages,10948.509,16226.92
2020,3,Total Imports,Cocoa,66495.312,26382.666
2020,3,Total Imports,Coffee,91915.876,26371.484
2020,3,Total Imports,Condensed milk,7078.461,5203.168
2020,3,Total Imports,Dog or cat food for retail,68359.63,50520.371
2020,3,Total Imports,Edible offal and other meat,6239.316,4221.305
2020,3,Total Imports,Eggs & egg products,15324.453,6488.871
2020,3,Total Imports,Fish excl. Salmon & Shellfish,180921.66,46288.375
2020,3,Total Imports,"Flours, meals and pellets of meat, offal or fish",11455.935,10638.217
2020,3,Total Imports,Gin and Geneva,1387.518,292.506
2020,3,Total Imports,"Grapes, fresh or dried",62552.754,34293.746
2020,3,Total Imports,Honey,6659.598,3940.826
2020,3,Total Imports,Ice cream,21452.091,9594.945
2020,3,Total Imports,Infant food for retail,35165.985,9304.655
2020,3,Total Imports,Jams,60187.281,35455.258
2020,3,Total Imports,Juice,64229.267,84546.798
2020,3,Total Imports,Lamb and mutton,56029.599,9421.949
2020,3,Total Imports,Lemons and Limes,11950.552,13946.16
2020,3,Total Imports,"Lettuce and chicory, fresh or chilled",21215.642,32054.65
2020,3,Total Imports,Margarine,12727.054,10555.33
2020,3,Total Imports,Milk and cream,10702.573,18821.492
2020,3,Total Imports,Milk powder,8259.972,3364.64
2020,3,Total Imports,Mineral water,84333.576,139549.157
2020,3,Total Imports,Miscellaneous food ingredients,166065.45,61938.674
2020,3,Total Imports,Mixes and doughs for baking,11842.609,6733.841
2020,3,Total Imports,Molasses,5596.06,32396.238
2020,3,Total Imports,"Mushrooms and truffles, fresh or chilled",21799.569,11165.273
2020,3,Total Imports,Nuts,39780.635,8479.591
2020,3,Total Imports,Oil cake,70787.121,290928.207
2020,3,Total Imports,Oil seeds and oleaginous fruits,48428.743,113258.566
2020,3,Total Imports,Oranges and Mandarins etc,49402.101,58467.075
2020,3,Total Imports,Other animal feedingstuffs,61354.647,209388.469
2020,3,Total Imports,Other beet or cane sugar,6252.276,21122.268
2020,3,Total Imports,"Other cereal (including maize), unmilled",47313.947,231083.145
2020,3,Total Imports,Other Citrus fruit,2181.182,2599.248
2020,3,Total Imports,Other fruit,163968.751,81784.044
2020,3,Total Imports,Other meat products,47614.466,10688.888
2020,3,Total Imports,Other milk products,16881.024,13205.989
2020,3,Total Imports,Other spirits,35056.966,11237.602
2020,3,Total Imports,Other sugars,16758.512,25601.95
2020,3,Total Imports,"Other vegetables, fresh or chilled",184519.192,171051.548
2020,3,Total Imports,"Other vegetables, prepared or preserved",66884.784,58239.354
2020,3,Total Imports,Pasta uncooked,16023.984,16907.694
2020,3,Total Imports,"Pasta, cooked or stuffed",33711.071,28357.845
2020,3,Total Imports,Pears & quinces fresh,10622.384,11341.748
2020,3,Total Imports,Pork,81979.225,34277.493
2020,3,Total Imports,Potato products,52771.304,66859.33
2020,3,Total Imports,"Potatoes, fresh or chilled (including seed)",12073.989,24251.339
2020,3,Total Imports,Poultry products,109449.275,34732.763
2020,3,Total Imports,Poultrymeat (inc poultry offal),87156.823,34396.406
2020,3,Total Imports,Processed fats and waxes,29258.094,29878.513
